Q1376730$4ad248b1-4eb2-282c-bf8c-39175f539c69,"{u'text': u'\u0412\u0456\u0442\u0430\u043b\u044c \u0410\u043d\u0430\u0442\u043e\u043b\u044c\u0435\u0432\u0456\u0447 \u0420\u044b\u043c\u0430\u0448\u044d\u045e\u0441\u043a\u0456', u'language': u'be'}",1,,,,,,,,
Q9355410$8D0AD449-3E95-4AA5-9C73-48B70B874886,Q5,1,,,,,,,,
Q11708451$3D3D6D7F-64F8-4FA3-A9A7-A0D944756F9D,Q16276196,1,,,,,,,,
Q310530$62F5669B-3539-42CF-890C-B6AC15FF8442,50498363,1,,,,,,,,
Q12314987$B22343B0-772C-4E27-B7FB-F407BCE440F7,Hadsund KulturCenter,1,,,,,,,,
Q1190865$A76F8E86-548F-4E36-BA7D-6D5E9F4863D9,129767786,1,,,,,,,,
Q5352025$3851C9D6-46A3-43CA-9194-39EA32427560,Q96,1,,,,,,,,
Q3447610$51CF3AAA-505D-473E-85BD-88F84B61666F,Q533037,1,,,,,,,,
Q310530$7668C5D0-D056-4DF5-9268-8727B9D2DE4B,+00000001670-10-11T00:00:00Z,0.970821303,+1670-10-11T00:00:00Z,0.029178697,,,,,,
Q3450226$2C704273-3CAD-416E-97B7-EF30EDE5A134,9616,1,,,,,,,,
Q19894106$C8BED4CD-4BA4-40A7-B98D-4AAEA6758406,Q6581097,1,,,,,,,,
Q3447834$a805969f-4554-0aca-3d2a-dcd793a89818,Q374806,1,,,,,,,,
Q262837$71B2B876-7672-46EC-AECF-195C7CD6F3EA,7117281,1,,,,,,,,
Q713487$D37269D7-8747-4AF6-85F4-4BDF79F6B9D2,315205,1,,,,,,,,
Q4150448$0BA53D9A-B648-4E2B-B0FD-0407C490DA89,Q879050,1,,,,,,,,
Q21042815$b8e6c81c-4e4e-c434-92a2-1fc1790c9691,Q3685463,1,,,,,,,,
Q3450999$14D92D7A-8FCB-4923-A516-2957872870EB,Q142,1,,,,,,,,
Q3451142$B9FFD111-E5D2-468F-B245-4B134F2F8185,Q3450026,1,,,,,,,,
Q742233$ED12FE75-6304-446B-8DB1-80530B38912B,/m/03mzr_,1,,,,,,,,
Q213661$E2CD9604-C523-453C-BC1F-42DE1AE60071,78068,1,,,,,,,,
Q168419$44F4EDAB-4C8E-4864-BF7B-05E438D8396E,ola2007364628,1,,,,,,,,
Q4074492$7546f172-43ae-cfb6-3e61-c3aba22fb35d,Q2436636,1,,,,,,,,
q1654791$9b8e804a-4c44-c219-a444-b5f12c010063,"('4.76', '-74.3797222222')",0.030104178,"('4.76055555556', '-74.3769444444')",0.969895822,,,,,,
Q6439193$358AB996-CAC4-4781-B04F-83A1EE3381F2,Keld Gydum-krudttårnet Frederikshavn.jpg,1,,,,,,,,
Q12314952$d2bf1623-4a23-2365-4d5d-9cf5e72b4e79,6100 Haderslev,1,,,,,,,,
q892805$F80EB553-A246-47A8-BB16-FFD070CC65F1,Bonnevoie,1,,,,,,,,
Q12308051$E0F5E187-E6FC-401D-95E1-E55DAEC6210B,Q21146,1,,,,,,,,
Q1443308$99D41315-E436-4FCA-966B-40AF824DB258,/m/02r9p88,1,,,,,,,,
Q5664963$865208C9-9E7D-4516-88F9-7A50B289F906,Q29,1,,,,,,,,
Q354563$16962CCC-190B-4EF7-BF4F-78568016CB58,5095,1,,,,,,,,
Q3449455$A7E08A96-AA0B-4AA5-912F-F49817E0B549,Q3450554,1,,,,,,,,
Q3920093$6AD204E7-8C66-4CF6-A26B-875FBDF50E66,+00000001869-01-04T00:00:00Z,0.915193348,+1869-01-04T00:00:00Z,0.084806652,,,,,,
Q1274488$d2706e0d-45c2-7f91-e00f-b73999c200cf,Q48204,1,,,,,,,,
Q9150620$F5508E31-002C-4A46-9854-9E6CBB0B28C9,+1949-09-21T00:00:00Z,1,,,,,,,,
Q12338085$f7a6f77b-47af-eb30-4478-51ce1e70e694,61127011,1,,,,,,,,
Q3449174$B6F481D0-9A48-4C66-B9F8-82797F617DB8,"('48.8814', '2.39104')",1,,,,,,,,
Q1140534$7162aba8-4f8b-6828-6a10-18a401ed88e7,Q33506,1,,,,,,,,
Q5721516$0053DC3C-80E5-4BB1-894A-5E03497F2E45,Q336172,0.645674889,Q618123,0.354325111,,,,,,
Q16405283$93659A2B-B5CA-4F9A-8F65-E0BDA60F7368,7dbe48db-766f-45de-8333-fc9466cb29ec,1,,,,,,,,
Q17137301$2B001266-E957-4916-BCE8-8290B9551B28,414035,1,,,,,,,,
q313512$B4DE5FA4-1F2A-484F-BFF4-33A4574E48DA,0000 0000 8097 1106,1,,,,,,,,
Q17189397$6177156f-4033-e3b6-c2dc-18d9cf8e0dbb,Q14798421,1,,,,,,,,
Q21055606$3531e682-45ff-7ff7-939c-73d40fdaee84,"('8.3664', '-78.8469')",1,,,,,,,,
Q12315023$ABB38A73-170F-45AC-9C90-C0F87D59A656,Q502962,1,,,,,,,,
Q12340885$A2FD12C3-747D-4462-B90F-02955BF39810,Q21176,1,,,,,,,,
Q16476484$EC2FA424-74ED-49FF-99DD-DEB6E6147FAC,+1901-00-00T00:00:00Z,1,,,,,,,,
q179680$17CDE900-DDE7-4AD4-9C73-79D40743223F,118585940,1,,,,,,,,
Q333438$828EDC69-140C-4D2F-9106-C70AF04835EA,Q105186,1,,,,,,,,
Q11817593$310F090C-0F2E-4801-A877-77F3B9733750,Q6581097,1,,,,,,,,
Q3918889$a31fafd0-41dd-fa50-61d8-13103e60ec92,"{u'text': u'\u0412\u0430\u043b\u0435\u0440\u044b\u0439 \u041c\u0456\u043a\u0430\u043b\u0430\u0435\u0432\u0456\u0447 \u0406\u0432\u0430\u043d\u043e\u045e', u'language': u'be'}",1,,,,,,,,
Q6877739$CE2C812D-DE81-453E-B9B6-964F653EEA54,Q618779,1,,,,,,,,
Q16326790$A7BA9912-607A-4AB4-AD94-2504D6C73FED,Q532,1,,,,,,,,
Q3372237$4F3DC68A-C27C-486A-AFB1-9F80ABA53612,Q142,1,,,,,,,,
Q5949118$98BAA646-B180-420E-9057-BCDE9870C0E0,Q35,1,,,,,,,,
Q6104222$C30C643C-8099-45ED-8D9F-8A796A7D5B64,Q618123,0.259884688,Q21274967,0.740115312,,,,,,
Q3447667$4863877c-496d-b885-4f1e-2fb8ebfd6721,Q9191,1,,,,,,,,
Q835129$9e99a94a-4cd7-0af5-0f7e-2b7e37064596,27186386,1,,,,,,,,
Q354563$30856D3E-497A-494A-843E-C8FA392531BF,OL787074A,1,,,,,,,,
Q22086068$bf92c76d-4249-d115-073e-27ee0c6f7c8c,10422485,1,,,,,,,,
Q3448985$7AA8D2B8-7465-4CED-8E70-FD1D67E96025,Q3449342,1,,,,,,,,
Q1792132$F1D7FF4A-4B10-4FB9-AA8F-3404FE382FEF,Q361,1,,,,,,,,
Q3447617$D301A869-74CB-4987-A5B0-0AFDAADFBFE4,"{u'amount': u'+20', u'lowerBound': u'+20', u'upperBound': u'+20', u'unit': u'http://www.wikidata.org/entity/Q11573'}",1,,,,,,,,
Q9370084$bb1d6f5f-4a0a-32c0-02e1-ee1972930789,Q26261188,1,,,,,,,,
Q3447610$B88B2BD4-F89F-452E-A913-D3576F5CA4B4,"{u'amount': u'+16', u'lowerBound': u'+16', u'upperBound': u'+16', u'unit': u'http://www.wikidata.org/entity/Q11573'}",1,,,,,,,,
Q25950412$c5651898-484a-2f2e-e01b-4f5a3b6297b0,Q101352,1,,,,,,,,
Q246517$C8E5051A-52A3-40DD-B6D4-64F146561E7F,cnp01479192,1,,,,,,,,
Q4881712$43C67B8B-1885-4396-A6E8-55CAC4DFB3F0,+1994-00-00T00:00:00Z,1,,,,,,,,
Q19894106$C247D7C8-94CC-49E2-8540-9323616DDE42,+1983-04-16T00:00:00Z,1,,,,,,,,
Q9374135$44011d1a-497d-1c82-54f6-5e71db1a1dac,Q26758085,1,,,,,,,,
q202703$167DFC81-C453-4412-8CE9-D36FBE3F61A1,+00000001762-03-21T00:00:00Z,0.997926717,+1762-03-21T00:00:00Z,0.002073283,,,,,,
Q5265382$8DB46495-D370-4F69-BD3A-828168947488,Q5357536,1,,,,,,,,
Q1198063$173F0642-E207-4436-B754-84877A6EC43F,/m/025_p01,1,,,,,,,,
q951933$FC7F7ECD-A903-4E06-99B7-D9219E1D7C0E,61439908,1,,,,,,,,
Q453485$36F9AFF5-E51A-4554-AE67-AF6258031C97,Q273593,1,,,,,,,,
Q4487339$518D4909-A17B-484D-A243-E299AB9EB049,Q14660,1,,,,,,,,
Q713664$A8F18E8D-BA6B-4374-8030-8348E18EA2E7,Q21032621,1,,,,,,,,
Q846490$F14E7060-24D7-465F-8466-00EAA6D7E39A,/m/0463pxc,1,,,,,,,,
Q7672272$C86E7218-2DA0-470B-9FE0-98A632F1293D,+1989-00-00T00:00:00Z,1,,,,,,,,
Q2093200$9DEA9309-B5C8-4560-AA53-FBC44C28A15D,Q250867,1,,,,,,,,
Q4870707$13771D3C-45BB-4215-A5E4-4808837E54C8,Q178561,1,,,,,,,,
Q5957133$B7A40BD6-6976-4CCF-BAA9-A4DC361FFFD2,+00000001950-01-01T00:00:00Z,0.30269256,+1950-01-01T00:00:00Z,0.69730744,,,,,,
Q11814576$A517A739-72EE-468E-B591-8AC2BA830363,+1935-00-00T00:00:00Z,1,,,,,,,,
Q3271338$537CF1E3-B575-47FA-B8E4-B5DF8BC057F6,OL4494645A,1,,,,,,,,
Q1190865$21F2126E-4D67-4C51-AE6B-066FDF79819E,1169469,1,,,,,,,,
Q11962760$3393901e-4613-73e3-bf2f-6eb6f6c18466,1051 København K,1,,,,,,,,
Q12338030$2ec21a0e-469f-ad9e-d464-44927e4d1b81,Q168983,1,,,,,,,,
Q3448689$4F5212D3-5010-4E7B-BE94-1D7A087039D3,Q3450449,1,,,,,,,,
Q26737602$6ad98121-4587-3187-ec37-692a96862d18,Q101352,1,,,,,,,,
q246517$AF1383C7-6DA9-4E61-BDDB-2A28D58A6B82,n84803472,1,,,,,,,,
Q16302696$112c0a73-49fd-7320-8ef8-280492d5412e,Q804,1,,,,,,,,
Q713664$ddd8f446-438a-d875-c730-22e27a1f63b8,Q209726,1,,,,,,,,
Q3448888$2A17517B-41DF-4000-97C2-103CB090BC65,"('48.8733', '2.29988')",1,,,,,,,,
Q131761$5FBEDEC7-24F9-40F7-B444-EBAD082AD7B7,Q1860,1,,,,,,,,
Q11817810$366aad0f-422f-6bc2-292e-9a285965b124,Q26301325,1,,,,,,,,
Q3230518$4F4CB741-FBDF-47C4-BDD9-1CF02F43D6F7,Q150,1,,,,,,,,
Q16603015$d120fdd6-4bee-166d-517a-cd6977787051,Q131524,1,,,,,,,,
Q246517$072FACF2-0291-4C97-8596-D2EE617E17D5,Q5,1,,,,,,,,
Q12339848$15c3a468-4cca-e217-ef54-2221c304a91a,Q48204,1,,,,,,,,
Q5970552$f057bc13-4345-632d-9691-cb7268dbd0ae,Q3685463,1,,,,,,,,
Q3451142$30a7792a-419f-2f29-e7ff-e2aeaca0b662,Q851504,1,,,,,,,,
Q4661376$9e234bf2-4773-94b7-f374-6d31282c06ef,Q300856,1,,,,,,,,
Q18392779$A473903B-668E-489E-BAD1-E0DD319C15AB,Q18609788,0.713262823,Q1241023,0.286737177,,,,,,
Q1190865$3c475c0e-4729-2d11-22d5-41ece4fda4d8,LH/2742/47,1,,,,,,,,
Q1056415$1DB11581-A299-475D-9C91-5F041FFF70EF,/m/01f76t,1,,,,,,,,
Q1037974$bea7297d-41ad-a4a5-adc7-bcfebc2e02d3,Q35,1,,,,,,,,
q549100$E8630C08-8D2F-4742-A8DF-07C4BC1FCCDC,Q10855226,1,,,,,,,,
Q3447693$43fa0aa7-47e9-fc07-d31c-39b7b39ce1ec,Q101698,1,,,,,,,,
Q3447965$152BA7CB-7F6F-4FBB-A52B-645C14058796,3806,1,,,,,,,,
Q327722$9297AF70-370E-46E4-8106-27DFFD8E5ED3,Q191583,1,,,,,,,,
q327722$05429E40-DD25-495A-A416-9D5F49763A36,56695277,1,,,,,,,,
Q3367770$BB9095CA-12FE-44BC-AC9F-908312D73111,Q6063801,1,,,,,,,,
Q180278$4bb62bca-44a6-bdf4-4896-d356f702711f,"Category:Gounod,_Charles",0.02129091,"Category:Gounod, Charles",0.97870909,,,,,,
Q6481910$626e0215-4b86-709b-db25-6b6a5644a9b7,Царква св. Касьмы і Даміяна. Галоўны фасад.jpg,1,,,,,,,,
q545751$3DC8604B-21F9-4439-852A-3192E68E24B6,nr91005701,1,,,,,,,,
Q326179$AC243AA5-66F1-467F-9312-CB7A5C71B292,316114,1,,,,,,,,
Q11723344$6ae73fae-486e-3d31-da57-f78000161ff8,Q15708711,1,,,,,,,,
Q16302463$37A0E64F-F553-4FF4-A5B1-22FE27E5ADBB,"('9.01611', '-79.8481')",1,,,,,,,,
Q3015942$408E6011-A375-49A2-A8C3-D3F2C8CBFCF8,Q15284,1,,,,,,,,
Q3448525$E7BEAA09-31C2-439D-86A1-76B7CBAC44B3,Q142,1,,,,,,,,
Q12334509$788feaa6-4ef7-faf3-c0ac-1d8f2dc7d80d,Sandormen,1,,,,,,,,
Q3451997$D470EBED-264E-4DB5-AFC4-61A50E394888,Q3451240,1,,,,,,,,
Q3449475$DA02DFE1-F676-4805-AD18-326A699404AC,Q3446945,1,,,,,,,,
Q6505221$9b7be8ea-43dc-ddbc-872b-f0c1afdebc97,Q15109255,1,,,,,,,,
Q12342300$0548e5fe-46c9-384f-d4af-b6945840cc35,22425153,1,,,,,,,,
Q545751$65817B5A-DE28-418E-B663-3B778575A316,senateur-3eme-republique/faidherbe_louis1391r3,1,,,,,,,,
Q3450838$31EF47D7-B120-46F9-8B67-2575AED93345,Q3447922,1,,,,,,,,
Q12316550$5c84c421-4159-cbff-c371-42b73e227580,Q3238833,1,,,,,,,,
q354563$3DEBF5CE-64EB-4FDE-A8D1-777CC2C44F71,0000 0001 2141 6396,1,,,,,,,,
Q3449273$88E7ADCF-42F4-46D3-BE85-40F7F42A01A5,Q3451669,1,,,,,,,,
Q3447843$38B103A1-E17C-4C88-B9A9-98248B29E3F2,"('48.8258', '2.37564')",1,,,,,,,,
Q10526565$A2E21297-DB4A-421E-AF50-ACF75D522DB0,Q27686,1,,,,,,,,
Q3450182$27BA9B41-A274-4D8F-8912-0362179B62B7,Q3448804,1,,,,,,,,
Q9381608$e062c637-4b4d-1749-12ae-cc16efe6457b,Q26261030,1,,,,,,,,
Q12317542$7a662c49-4cfc-6b92-b265-d1098913e0d1,Hvidbjerg Strandvej 27,1,,,,,,,,
Q5292199$29E1E19F-CB06-45C8-BB0A-00EF718129E3,Q16275555,1,,,,,,,,
Q326179$1d8c5e2a-466c-3c4a-4c55-13e7b7a41a3d,Q15139217,1,,,,,,,,
Q679083$26D5ADAE-DA48-45C9-A929-24A9914ACB9E,Alexander Mikhailovich,1,,,,,,,,
Q224002$490ffec4-4fe1-1e64-da6d-3aefa13eaf3b,Q1071972,1,,,,,,,,
Q3448238$1F6B275B-BB6B-4250-80F6-284F3777029F,4393,1,,,,,,,,
Q678505$423093D6-FD42-43A6-B5FA-FF22A6A2FDEA,Q5,1,,,,,,,,
Q12335321$ba39f6d4-401b-7ffd-c76a-911cefeafd7e,Q277466,1,,,,,,,,
Q6499771$93759C1A-1908-49D5-A63D-A3E5B0949BEF,Q1088552,1,,,,,,,,
Q1283638$CA958457-7205-452B-A5BB-AEB686E17C23,+00000000976-10-08T00:00:00Z,0.984341937,+0976-10-08T00:00:00Z,0.015658063,,,,,,
Q16235551$895BD6E6-4240-4D69-AD7C-20BDEDA7F487,Q935956,1,,,,,,,,
Q1333551$E860F69C-083A-4F68-AF59-9F3A19703BD4,Q24706889,1,,,,,,,,
Q12342894$83ffa4ad-4f88-e176-d6f3-6b105cfb664f,Q2624520,1,,,,,,,,
q179680$ff7d1695-4dee-4ac9-07c8-855eec3ab263,Q442928,1,,,,,,,,
Q191066$ECA95514-EE75-46B5-8DED-9388697FDAD1,Q702842,0.029584698,Q679388,0.970415302,,,,,,
Q17233272$21278c7f-47e5-d369-5d04-957675a58031,Q14693755,1,,,,,,,,
Q379923$C34BD83F-FB76-462D-B9F8-71151B7C558B,xx0001067,1,,,,,,,,
Q12324126$9e20f86b-4cc0-2ed8-04a2-e667fa095a82,Q505113,1,,,,,,,,
Q1688118$41df8e21-47c3-f14b-7634-9aafa1b9bbbb,"Jesperhus, dk, 20050820, 14 ubt.jpeg",1,,,,,,,,
q924353$A53AC6FD-6CA6-4C37-A854-95090C1F2978,Q162031,1,,,,,,,,
Q3448677$482E48DE-AFF9-40EE-832B-2B36944D217A,Q3449322,1,,,,,,,,
Q94559$31F21ACA-4704-4286-A2DB-6A7CE714A8F1,/m/0nfvp3d,1,,,,,,,,
q13221728$941270AB-2F43-420B-AA05-35AD6002C995,Q1974,1,,,,,,,,
Q287851$e920a763-45c8-ad9b-3b25-d210982721bb,29217238,1,,,,,,,,
Q347139$836DC131-4C47-4909-8AEB-6DB6100171A9,Q1499767,1,,,,,,,,
Q3449376$590A79B3-23D6-4D3B-B2BA-8C6AE557CD73,Q142,1,,,,,,,,
Q9393596$9da90d6c-477c-2ba1-e622-3a9c1658b9f0,Q185351,1,,,,,,,,
Q5252452$FD1734B5-299A-4D62-BBC4-0CA467E5B2FB,Q3622155,1,,,,,,,,
